filename,page,text,font_size,font_name,bold,x0,y0,uppercase_ratio,length,label
sample_1.pdf,1,Skip to main content,11.0,Charis SIL Regular,False,33.0,40.681739807128906,0.05,20,H3
sample_1.pdf,1,[image],11.0,Charis SIL Regular,False,33.0,53.881744384765625,0.0,7,H3
sample_1.pdf,1,We gratefully acknowledge support from,11.0,Charis SIL Regular,False,33.0,78.08174133300781,0.02631578947368421,38,H3
sample_1.pdf,1,"the Simons Foundation,",11.0,Charis SIL Regular,False,33.0,91.28173828125,0.09090909090909091,22,H3
sample_1.pdf,1,member institutions,11.0,Charis SIL Regular,False,151.72802734375,91.28173828125,0.0,19,H3
sample_1.pdf,1,", and all contributors.",11.0,Charis SIL Regular,False,249.53564453125,91.28173828125,0.0,23,H3
sample_1.pdf,1,Donate,11.0,Charis SIL Regular,False,33.0,104.48174285888672,0.16666666666666666,6,H3
sample_1.pdf,1,[image],11.0,Charis SIL Regular,False,33.0,128.68173217773438,0.0,7,H3
sample_1.pdf,1,Help,11.0,Charis SIL Regular,False,33.0,152.88172912597656,0.25,4,H3
sample_1.pdf,1,Advanced Search,11.0,Charis SIL Regular,False,66.31689453125,152.88172912597656,0.13333333333333333,15,H3
sample_1.pdf,1,All fields Title Author Abstract Comments Journal reference ACM,11.0,Charis SIL Regular,False,33.0,177.08172607421875,0.14285714285714285,63,H3
sample_1.pdf,1,classification MSC classification Report number arXiv identifier DOI,11.0,Charis SIL Regular,False,33.0,190.28172302246094,0.11764705882352941,68,H3
sample_1.pdf,1,ORCID arXiv author ID Help pages Full text,11.0,Charis SIL Regular,False,33.0,203.48171997070312,0.23809523809523808,42,H3
sample_1.pdf,1,Search,11.0,Charis SIL Regular,False,33.0,216.6817169189453,0.16666666666666666,6,H3
sample_1.pdf,1,Login,11.0,Charis SIL Regular,False,33.0,229.8817138671875,0.2,5,H3
sample_1.pdf,1,Not Found,22.0,Charis SIL Bold,True,33.0,267.6819763183594,0.2222222222222222,9,TITLE
sample_1.pdf,1,[image],11.0,Charis SIL Regular,False,33.0,325.3617248535156,0.0,7,H3
sample_1.pdf,1,The requested URL was not found on the server. If you entered the,11.0,Charis SIL Regular,False,33.0,362.7617492675781,0.07692307692307693,65,H3
sample_1.pdf,1,URL manually please check your spelling and try again.,11.0,Charis SIL Regular,False,33.0,375.9617614746094,0.05555555555555555,54,H3
sample_1.pdf,1,"If the error persists, please contact arXiv support at",11.0,Charis SIL Regular,False,33.0,400.1617736816406,0.037037037037037035,54,H3
sample_1.pdf,1,help@arxiv.org,11.0,Charis SIL Regular,False,286.11279296875,400.1617736816406,0.0,14,H3
sample_1.pdf,1,About,11.0,Charis SIL Regular,False,63.0,435.3617858886719,0.2,5,H3
sample_1.pdf,1,Help,11.0,Charis SIL Regular,False,63.0,448.5617980957031,0.25,4,H3
sample_1.pdf,2,Contact,11.0,Charis SIL Regular,False,63.0,333.6817626953125,0.14285714285714285,7,H3
sample_1.pdf,3,Subscribe,11.0,Charis SIL Regular,False,63.0,333.6817626953125,0.1111111111111111,9,H3
sample_1.pdf,3,Copyright,11.0,Charis SIL Regular,False,63.0,357.8817138671875,0.1111111111111111,9,H3
sample_1.pdf,3,Privacy Policy,11.0,Charis SIL Regular,False,63.0,371.0816650390625,0.14285714285714285,14,H3
sample_1.pdf,3,Web Accessibility Assistance,11.0,Charis SIL Regular,False,63.0,395.2816162109375,0.10714285714285714,28,H3
sample_1.pdf,3,arXiv Operational Status,11.0,Charis SIL Regular,False,63.0,419.4815673828125,0.125,24,H3
sample_1.pdf,4,Get status notifications via,11.0,Charis SIL Regular,False,63.0,541.181640625,0.03571428571428571,28,H3
sample_1.pdf,5,email,11.0,Charis SIL Regular,False,63.0,333.681640625,0.0,5,H3
sample_1.pdf,6,slack,11.0,Charis SIL Regular,False,63.0,376.96484375,0.0,5,H3
sample_2.pdf,1,Deep contextualized word representations,14.346199989318848,NimbusRomNo9L-Medi,False,170.60400390625,66.2960205078125,0.025,40,TITLE
sample_2.pdf,1,Matthew E. Peters,11.9552001953125,NimbusRomNo9L-Medi,False,126.07500457763672,92.57213592529297,0.17647058823529413,17,H3
sample_2.pdf,1,", Mark Neumann",11.9552001953125,NimbusRomNo9L-Medi,False,224.70999145507812,92.57213592529297,0.14285714285714285,14,H3
sample_2.pdf,1,", Mohit Iyyer",11.9552001953125,NimbusRomNo9L-Medi,False,316.9729919433594,92.57213592529297,0.15384615384615385,13,H3
sample_2.pdf,1,", Matt Gardner",11.9552001953125,NimbusRomNo9L-Medi,False,388.5179748535156,92.57213592529297,0.14285714285714285,14,H3
sample_2.pdf,1,"matthewp,markn,mohiti,mattg",11.9552001953125,NimbusMonL-Regu,False,160.3909912109375,106.01722717285156,0.0,27,H3
sample_2.pdf,1,@allenai.org,11.9552001953125,NimbusMonL-Regu,False,360.0419921875,106.01722717285156,0.0,12,H3
sample_2.pdf,1,Christopher Clark,11.9552001953125,NimbusRomNo9L-Medi,False,160.72499084472656,135.18817138671875,0.11764705882352941,17,H3
sample_2.pdf,1,", Kenton Lee",11.9552001953125,NimbusRomNo9L-Medi,False,260.7619934082031,135.18817138671875,0.16666666666666666,12,H3
sample_2.pdf,1,", Luke Zettlemoyer",11.9552001953125,NimbusRomNo9L-Medi,False,330.6139831542969,135.18817138671875,0.1111111111111111,18,H3
sample_2.pdf,1,"csquared,kentonl,lsz",11.9552001953125,NimbusMonL-Regu,False,162.48300170898438,148.6332550048828,0.0,20,H3
sample_2.pdf,1,@cs.washington.edu,11.9552001953125,NimbusMonL-Regu,False,311.9219970703125,148.6332550048828,0.0,18,H3
sample_2.pdf,1,Allen Institute for Artiﬁcial Intelligence,11.9552001953125,NimbusRomNo9L-Regu,False,205.27499389648438,177.2503204345703,0.09523809523809523,42,H3
sample_2.pdf,1,"Paul G. Allen School of Computer Science & Engineering, University of Washington",11.9552001953125,NimbusRomNo9L-Regu,False,97.23199462890625,191.1983184814453,0.1125,80,H3
sample_2.pdf,1,Abstract,11.9552001953125,NimbusRomNo9L-Medi,False,158.8909912109375,224.32415771484375,0.125,8,H3
sample_2.pdf,1,We introduce a new type of,9.962599754333496,NimbusRomNo9L-Regu,False,89.00798797607422,248.6024932861328,0.038461538461538464,26,H3
sample_2.pdf,1,deep contextual-,9.962599754333496,NimbusRomNo9L-ReguItal,False,202.99009704589844,248.426025390625,0.0,16,H3
sample_2.pdf,1,ized,9.962599754333496,NimbusRomNo9L-ReguItal,False,89.00799560546875,260.38104248046875,0.0,4,H3
sample_2.pdf,1,word representation that models both (1),9.962599754333496,NimbusRomNo9L-Regu,False,105.0577392578125,260.5574951171875,0.0,40,H3
sample_2.pdf,1,"complex characteristics of word use (e.g., syn-",9.962599754333496,NimbusRomNo9L-Regu,False,89.00799560546875,272.51251220703125,0.0,47,H3
sample_2.pdf,1,"tax and semantics), and (2) how these uses",9.962599754333496,NimbusRomNo9L-Regu,False,89.00799560546875,284.467529296875,0.0,42,H3
sample_2.pdf,1,"vary across linguistic contexts (i.e., to model",9.962599754333496,NimbusRomNo9L-Regu,False,89.00799560546875,296.42254638671875,0.0,47,H3
sample_2.pdf,1,polysemy). Our word vectors are learned func-,9.962599754333496,NimbusRomNo9L-Regu,False,89.00799560546875,308.3785400390625,0.022222222222222223,45,H3
sample_2.pdf,1,tions of the internal states of a deep bidirec-,9.962599754333496,NimbusRomNo9L-Regu,False,89.00799560546875,320.33355712890625,0.0,47,H3
sample_2.pdf,1,"tional language model (biLM), which is pre-",9.962599754333496,NimbusRomNo9L-Regu,False,89.00799560546875,332.2885437011719,0.046511627906976744,43,H3
sample_2.pdf,1,trained on a large text corpus. We show that,9.962599754333496,NimbusRomNo9L-Regu,False,89.00799560546875,344.2435302734375,0.022727272727272728,44,H3
sample_2.pdf,1,these representations can be easily added to,9.962599754333496,NimbusRomNo9L-Regu,False,89.00799560546875,356.1985168457031,0.0,44,H3
sample_2.pdf,1,existing models and signiﬁcantly improve the,9.962599754333496,NimbusRomNo9L-Regu,False,89.00799560546875,368.15350341796875,0.0,44,H3
sample_2.pdf,1,state of the art across six challenging NLP,9.962599754333496,NimbusRomNo9L-Regu,False,89.00799560546875,380.1094970703125,0.06976744186046512,43,H3
sample_2.pdf,1,"problems, including question answering, tex-",9.962599754333496,NimbusRomNo9L-Regu,False,89.00799560546875,392.0644836425781,0.0,44,H3
sample_2.pdf,1,tual entailment and sentiment analysis.,9.962599754333496,NimbusRomNo9L-Regu,False,89.00799560546875,404.01947021484375,0.0,39,H3
sample_2.pdf,1,also present an analysis showing that exposing,9.962599754333496,NimbusRomNo9L-Regu,False,89.00799560546875,415.9744567871094,0.0,46,H3
sample_2.pdf,1,the deep internals of the pre-trained network is,9.962599754333496,NimbusRomNo9L-Regu,False,89.00799560546875,427.929443359375,0.0,48,H3
sample_2.pdf,1,"crucial, allowing downstream models to mix",9.962599754333496,NimbusRomNo9L-Regu,False,89.00799560546875,439.8844299316406,0.0,42,H3
sample_2.pdf,1,different types of semi-supervision signals.,9.962599754333496,NimbusRomNo9L-Regu,False,89.00799560546875,451.8404235839844,0.0,44,H3
sample_2.pdf,1,Introduction,11.9552001953125,NimbusRomNo9L-Medi,False,89.93280029296875,474.8701171875,0.08333333333333333,12,H3
sample_2.pdf,1,Pre-trained word representations (,10.909099578857422,NimbusRomNo9L-Regu,False,72.0,497.0935974121094,0.029411764705882353,34,H3
sample_2.pdf,1,Mikolov et al.,10.909099578857422,NimbusRomNo9L-Regu,False,224.0292205810547,497.0935974121094,0.07142857142857142,14,H3
sample_2.pdf,1,2013,10.909099578857422,NimbusRomNo9L-Regu,False,72.0,510.6426086425781,0.0,4,H3
